tag,content,counts,link_next,link_prev,label
html body text form div div h3  ,存档,190,1,1,0
html body text form div div ul li a  ,2006年12月(5),195,1,1,0
html body text form div div ul li a  ,2006年11月(6),198,1,1,0
html body text form div div ul li a  ,2006年10月(4),201,1,1,0
html body text form div div ul li a  ,2006年09月(3),204,1,1,0
html body text form div div ul li a  ,2006年08月(7),207,1,1,0
html body text form div div ul li a  ,2006年07月(2),210,1,1,0
html body text form div div ul li a  ,2006年06月(8),213,1,1,0
html body text form div div ul li a  ,2006年05月(14),216,1,1,0
html body text form div div ul li a  ,2006年04月(7),219,1,1,0
html body text form div div ul li a  ,2006年03月(10),222,1,1,0
html body text form div div ul li a  ,2006年02月(6),225,1,1,0
html body text form div div ul li a  ,2006年01月(8),228,1,1,0
html body text form div div ul li a  ,2005年12月(8),231,1,1,0
html body text form div div ul li a  ,2005年11月(15),234,1,1,0
html body text form div div ul li a  ,2005年10月(18),237,1,1,0
html body text form div div ul li a  ,2005年09月(17),240,1,1,0
html body text form div div ul li a  ,2005年08月(15),243,1,1,0
html body text form div div ul li a  ,2005年07月(18),246,1,1,0
html body text form div div ul li a  ,2005年06月(7),249,1,1,0
html body text form div div div  ,正在读取评论……,254,0,1,0
html body text form div div div div a  ,评老冒：做最好的和最cool的东西？,270,1,0,1
html body text form div div div div p font  ,昨天兜兜转转看到,275,1,1,1
html body text form div div div div p font a  ,老冒的blog文章我对web2.0的看法和理解,277,1,1,1
html body text form div div div div p font  ,，文章里面的很多东西分析得非常透彻。不过看到中间有一句耐心寻味的话：“UUZone的未来目标只有一个就是做最好的和最cool的东西， 我们让用户来给我们打分。也许这样会慢热，但是这样会更长久。”,278,1,1,1
html body text form div div div div p font  ,老冒的目标着实让人很惊讶。如果,281,1,1,1
html body text form div div div div p font a  ,uuzone,283,1,1,1
html body text form div div div div p font  ,今天只是个个人网站或者纯出于兴趣做的，那么做最cool的东西是很顺利成章的事情。会有一群同样爱cool的人来使用或追捧。做最好的这个目标则有些玄，100个人心中有100个最好，到底是访问速度最好、会员数量最好、功能最好、界面最好还是收钱收得最好（亦或是极端一点，烧钱烧得最好？呵呵）仅一个最好难以概括。,284,1,1,1
html body text form div div div div p font  ,而且，作为一个有着长远目标、最终想要赚钱的商业网站，却把产品目标定在“最cool”的产品，让人手心捏一把汗。,287,1,1,1
html body text form div div div div p font  ,昨天刚好翻以前的一本书，书里强调了什么样的产品会有生命力。要一个产品能持久地为企业产生受益，重要的不是这个产品长什么样，做了多少宣传，有多少人知道，是不是cool，而是取决于“这个产品是否为用户提供了不可取代的价值”。只有能够提供价值，用户才会心甘情愿地付出金钱或其他代价。否则，即使用户给你打再高的分，获得再多的奖项，也都是虚名。,290,1,1,1
html body text form div div div div p font  ,Google已经有稳定的收益保证，所以他可以鼓励大量的人力开发cool的小应用，比如g-talk。微软也有这个资本。可作为业界老大的他们，在建立到确立市场地位的中间时间，一定是将有限的人力物力放到设计开发符合用户需求的主力产品，放到尽力为客户提供价值的地方。Google和微软的状态是让我们眼红的，不过眼红也学不来，人家已经赚钱好久了～,293,1,1,1
html body text form div div div div p font  ,这两天我在为自己挑选一个笔记本电脑，也彻底体会了一下好、cool和用户价值。最早心仪的是sony和三星的小巧型。这两款颜色靓丽，塞在包里正好，是属于cool的东西。不过看了一下，sony的配置比较低，而我因为机器经常要开很多窗口同时工作并且经常要召集skype，256内存容易死机，屏幕也太小；三星的则一看价格我就逃掉了，18000左右，高端啊。后来有朋友推荐最好的东西：IBM。因为IBM外壳是钛合金，速度快性能稳定又牢固。思前想后，IBM太正统了，用起来让自己起不了激情的感觉，而且重重的拎来拎去很不方便。,296,1,1,1
html body text form div div div div p font  ,最后综合了我的各项需求，选了个不算最好、不算顶级酷的Sony S46（因为它只有黑色了），而且被一堆做IT的朋友说性价比不好。可是这有什么关系呢？它符合我的需要，能让我心情愉快、更有效率地工作，这就足够了。为此，我花去了14000＋多大洋，而且没有任何抱怨。,299,1,1,1
html body text form div div div div p font  ,对比,304,1,1,1
html body text form div div div div p font a  ,uuzone,306,1,1,1
html body text form div div div div p font  ,，我宁愿,307,1,1,1
html body text form div div div div p font a  ,Linkist联络家,309,1,1,1
html body text form div div div div p font  ,的目标是“做最有用、最方便用的SNS”。至于cool不cool—— 人总是在衣食无忧的情况下才会想让自己穿得更好更酷吧？,310,1,1,1
html body text form div div div div p  ,Trackback: http://tb.donews.net/TrackBack.aspx?PostId=543698,314,1,1,0
html body text form div div div div  ,[,317,1,1,0
html body text form div div div div a  ,点击此处收藏本文,319,1,1,0
html body text form div div div div  ,] 发表于2005年09月07日 11:57 AM,320,0,1,0
html body text form div div div  ,正在读取评论……,337,1,0,0
html body text form div div div div div  ,添加评论,347,1,1,0
html body text form div div div div div div  ,				大名,355,1,1,0
html body text form div div div div div div  ,				网址,362,1,1,0
html body text form div div div div div div  ,验证码 				,372,1,1,0
html body text form div div div div div div  ,				评论,379,1,1,0
html body text form div div div div div div label  ,记住我,389,0,1,0
html body text form div p  ,	Powered by: 	,413,1,0,0
html body text form div p  ,	Copyright © lucy@联络家,423,0,1,0
