tag,content,counts,link_next,link_prev,label
html body text form div div h4 span  ,						2004-12-27 12:55 					,246,1,1,0
html body text form div div h4 a  ,scong,249,1,1,0
html body text form div div p  ,"				名人来了,我等看客有福了 				",253,1,1,1
html body text form div div h4 a  ,#,260,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,263,1,1,0
html body text form div div h4 span  ,						2004-12-27 13:01 					,265,1,1,0
html body text form div div h4 a  ,Ninputer,268,1,1,0
html body text form div div p  ,				哎呀，高手来了！ 				,272,1,1,1
html body text form div div h4 a  ,#,279,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,282,1,1,0
html body text form div div h4 span  ,						2004-12-27 13:07 					,284,1,1,0
html body text form div div h4 a  ,王勇,287,1,1,0
html body text form div div p  ,				怎么开心也不来开道欢迎啊！ 				,291,1,1,1
html body text form div div h4 a  ,#,298,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,301,1,1,0
html body text form div div h4 span  ,						2004-12-27 13:08 					,303,1,1,0
html body text form div div h4 a  ,开心就好,306,1,1,0
html body text form div div p  ,				欢迎欢迎，热烈欢迎。 				,310,1,1,1
html body text form div div h4 a  ,#,317,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,320,1,1,0
html body text form div div h4 span  ,						2004-12-27 13:14 					,322,1,1,0
html body text form div div h4 a  ,young,325,1,1,0
html body text form div div p  ,				拜读过《Microsoft .NET框架程序设计(修订版)》，很不错！ 				,329,1,1,1
html body text form div div h4 a  ,#,336,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,339,1,1,0
html body text form div div h4 span  ,						2004-12-27 13:36 					,341,1,1,0
html body text form div div h4 a  ,ceocio,344,1,1,0
html body text form div div p  ,				欢迎欢迎 				,348,1,1,1
html body text form div div h4 a  ,#,355,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,358,1,1,0
html body text form div div h4 span  ,						2004-12-27 13:39 					,360,1,1,0
html body text form div div h4 a  ,sunmast,363,1,1,0
html body text form div div p  ,				哇 				,367,1,1,1
html body text form div div h4 a  ,#,374,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,377,1,1,0
html body text form div div h4 span  ,						2004-12-27 14:03 					,379,1,1,0
html body text form div div h4 a  ,辅子彻,382,1,1,0
html body text form div div p  ,				开心，博客堂也需要反Spam的功能！对某种习惯性Spamer，需要特别防范措施。 				,386,1,1,1
html body text form div div h4 a  ,#,393,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,396,1,1,0
html body text form div div h4 span  ,						2004-12-27 15:30 					,398,1,1,0
html body text form div div h4 a  ,Microtoby,401,1,1,0
html body text form div div p  ,				welcome！ 				,405,1,1,1
html body text form div div h4 a  ,#,412,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,415,1,1,0
html body text form div div h4 span  ,						2004-12-27 16:08 					,417,1,1,0
html body text form div div h4 a  ,讨厌leighsowrd,420,1,1,0
html body text form div div p  ,"				leighsowrd,你这厮怎么总是喜欢唱反调呢? 				",424,1,1,1
html body text form div div h4 a  ,#,431,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,434,1,1,0
html body text form div div h4 span  ,						2004-12-27 16:11 					,436,1,1,0
html body text form div div h4 a  ,jiezhi,439,1,1,0
html body text form div div p  ,				猛人 				,443,1,1,1
html body text form div div h4 a  ,#,450,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,453,1,1,0
html body text form div div h4 span  ,						2004-12-27 17:08 					,455,1,1,0
html body text form div div h4 a  ,jeseeqing,458,1,1,0
html body text form div div p  ,				你的那本＜Microsoft .NET框架程序设计（修订版）＞翻译得很好，一本经典之作。,462,0,1,1
html body text form div div h4 a  ,#,473,1,0,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,476,1,1,0
html body text form div div h4 span  ,						2004-12-27 17:34 					,478,1,1,0
html body text form div div h4 a  ,SpiderMan,481,1,1,0
html body text form div div p  ,				Welcome! 期待阅读你的大作。 				,485,1,1,1
html body text form div div h4 a  ,#,492,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,495,1,1,0
html body text form div div h4 span  ,						2004-12-27 17:49 					,497,1,1,0
html body text form div div h4 a  ,lichdr,500,1,1,0
html body text form div div p  ,				最近读Microsoft .NET框架程序设计（修订版），很有收获。,504,1,1,1
html body text form div div p  ,希望不断带来精品。 				,508,1,1,0
html body text form div div h4 a  ,#,515,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,518,1,1,0
html body text form div div h4 span  ,						2004-12-27 19:24 					,520,1,1,0
html body text form div div h4 a  ,李建忠,523,1,1,0
html body text form div div p  ,"				感谢各位的热情和开心的邀请，以后还要多向各位学习。关于两本Applied .NET Framework Programming,大家还是把功劳记在尊敬的Jeffrey Richter以及Francesco Balena名下吧，我唯一欣慰的是我的翻译没有毁掉Jeffrey的功劳和盛名。",527,1,1,1
html body text form div div p  ,To leighsowrd，,531,1,1,1
html body text form div div p  ,不能期望技术blog来涵盖有关技术的所有东西，但是技术blog却能提供其他技术载体所不能提供的东西。和你的观点不同，个人认为博客堂在技术blog方面还是做得相当不错的。也希望大家多给点掌声。 				,533,1,1,1
html body text form div div h4 a  ,#,540,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,543,1,1,0
html body text form div div h4 span  ,						2004-12-27 21:07 					,545,1,1,0
html body text form div div h4 a  ,呵呵,548,1,1,0
html body text form div div p  ,				 签个名吧! 				,552,1,1,1
html body text form div div h4 a  ,#,559,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,562,1,1,0
html body text form div div h4 span  ,						2004-12-27 23:33 					,564,1,1,0
html body text form div div h4 a  ,fans1,567,1,1,0
html body text form div div p  ,				恭喜恭喜 				,571,1,1,1
html body text form div div h4 a  ,#,578,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,581,1,1,0
html body text form div div h4 span  ,						2004-12-28 0:25 					,583,1,1,0
html body text form div div h4 a  ,古月春秋,586,1,1,0
html body text form div div p  ,"				那本书翻译的确实不错,希望能够多翻译几本好书~~~ 				",590,1,1,1
html body text form div div h4 a  ,#,597,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,600,1,1,0
html body text form div div h4 span  ,						2004-12-28 8:54 					,602,1,1,0
html body text form div div h4 a  ,Hover,605,1,1,0
html body text form div div p  ,				高手来了。呵!,609,1,1,1
html body text form div div p  ,希望能够多翻译几本好书~~~,611,1,1,1
html body text form div div h4 a  ,#,620,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,623,1,1,0
html body text form div div h4 span  ,						2004-12-28 8:57 					,625,1,1,0
html body text form div div h4 a  ,小春,628,1,1,0
html body text form div div p  ,				牛人，佩服,632,1,1,1
html body text form div div p  ,欢迎 				,636,1,1,1
html body text form div div h4 a  ,#,643,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,646,1,1,0
html body text form div div h4 span  ,						2004-12-28 9:20 					,648,1,1,0
html body text form div div h4 a  ,开心就好,651,1,1,0
html body text form div div p  ,"				Everyone, 请持续鄙视Leighsowrd，他已经把我从台湾邀请来的Fish兄给气走了，各位堂主如果发现他再在你的贴子上发表言论，请即行删除，非常感谢。",655,1,1,1
html body text form div div h4 a  ,#,664,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,667,1,1,0
html body text form div div h4 span  ,						2004-12-28 9:45 					,669,1,1,0
html body text form div div h4 a  ,aska,672,1,1,0
html body text form div div p  ,				哈哈，欢迎老师的到来,676,1,1,1
html body text form div div p  ,同时，赶紧让leighsowrd滚蛋吧，既然牛人们不惜的为他的行为粗口，那我代劳 				,678,1,1,1
html body text form div div h4 a  ,#,685,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,688,1,1,0
html body text form div div h4 span  ,						2004-12-28 9:54 					,690,1,1,0
html body text form div div h4 a  ,benny,693,1,1,0
html body text form div div p  ,				To leighsowrd,697,1,1,1
html body text form div div p  ,如果说你原先还在争论技术的话，我认为你现在是在胡搅蛮缠。博客堂是我喜欢的地方，所以不希望任何高手因为你而出走，让我看不到他们的观点和指教。,699,1,1,1
html body text form div div p  ,作为你以前的同事，我希望你能够自重！ 				,701,1,1,1
html body text form div div h4 a  ,#,708,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,711,1,1,0
html body text form div div h4 span  ,						2004-12-28 9:56 					,713,1,1,0
html body text form div div h4 a  ,记忆衰退,716,1,1,0
html body text form div div p  ,				 欢迎，虽然没有看过第二版。但据同事说很不错。,720,1,1,1
html body text form div div p  ,不过如果你想在网上留一些文字，并且能让许多人看到的话，我不赞成你来博客堂，相对值得推荐的是博客圆。,722,1,1,1
html body text form div div p  ,理由有三：,724,1,1,1
html body text form div div p  ,1、博客堂即不支持首页分类，也不支持全文检索。除非有人专门登陆你的博客，那么你的文章过了首页后，就石沉大海了。,726,1,1,1
html body text form div div p  ,2、博客堂的邀请制必然导致人气萧瑟，思维范围狭隘，看来看去不是Sharepoint，就是Bizetalk，再就是腐败了。你可以试着对比半年前的文章数目和内容，技术的活跃度明显降低了。而开心的邀请制的“精品想法”虽然很好，但可以通过分栏目而不是靠邀请制实现。,728,1,1,1
html body text form div div p  ,一般只要工作了的人都比较忙，往往十天半月的不会有空写字，于是开心曾经不断”清洗“队伍，但看看现今，长期不发帖子的大虾比比皆是。说明”暴力“不能解决问题，关键是体制问题。,730,1,1,1
html body text form div div p  ,3、博客堂堂主因循守旧，不思进取：也就是开心了，虽然一直自称很忙，估计确实很忙，但博客园的blog软件可以直接拿来用阿。,732,1,1,1
html body text form div div p  ,上述想法都是对事不对人。其实也是实在不想看到博客堂慢慢沦落。,736,1,1,1
html body text form div div h4 a  ,#,745,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,748,1,1,0
html body text form div div h4 span  ,						2004-12-28 10:02 					,750,1,1,0
html body text form div div h4 a  ,Terry.L,753,1,1,0
html body text form div div p  ,				正在拜读您的大作，受益匪浅，期待下一部精品 				,757,1,1,1
html body text form div div h4 a  ,#,764,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,767,1,1,0
html body text form div div h4 span  ,						2004-12-28 10:03 					,769,1,1,0
html body text form div div h4 a  ,开心就好,772,1,1,0
html body text form div div p  ,				多谢记忆衰退的告知，非常感谢:),776,1,1,1
html body text form div div p  ,不过我仍然坚持我1及2的作法，至于3，我希望有些朋友可以协助帮忙更新程序。非常感谢。 				,778,1,1,1
html body text form div div h4 a  ,#,785,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,788,1,1,0
html body text form div div h4 span  ,						2004-12-28 10:31 					,790,1,1,0
html body text form div div h4 a  ,开心就好,793,1,1,0
html body text form div div p  ,				To 李建忠，请直接删除leighsowrd的言论，不需要辩论，谢谢:) 				,797,1,1,1
html body text form div div h4 a  ,#,804,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,807,1,1,0
html body text form div div h4 span  ,						2004-12-28 10:41 					,809,1,1,0
html body text form div div h4 a  ,benny,812,1,1,0
html body text form div div p  ,				To leighsowrd,816,1,1,1
html body text form div div p  ,很高兴你的英语写作能力有了这么大的提高，不过还是建议你不要拿博客堂作为练习对象。BTW：在Fish的事情上，开心是冤枉你了。,818,1,1,1
html body text form div div p  ,讨论一些技术问题，大家都高兴，相信博客堂的朋友还是会欢迎你的发言，其它一些没必要说的话，就不要说了吧。：）,820,1,1,1
html body text form div div h4 a  ,#,829,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,832,1,1,0
html body text form div div h4 span  ,						2004-12-28 12:59 					,834,1,1,0
html body text form div div h4 a  ,笔端,837,1,1,0
html body text form div div p  ,				to.net fans :,841,1,1,1
html body text form div div p  ,你不觉的你很无聊吗？,845,1,1,1
html body text form div div h4 a  ,#,854,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,857,1,1,0
html body text form div div h4 span  ,						2004-12-28 13:33 					,859,1,1,0
html body text form div div h4 a  ,开心就好,862,1,1,0
html body text form div div p  ,				请不要搞人身攻击，非常感谢！！ 				,866,1,1,1
html body text form div div h4 a  ,#,873,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,876,1,1,0
html body text form div div h4 span  ,						2004-12-28 13:34 					,878,1,1,0
html body text form div div h4 a  ,莫依,881,1,1,0
html body text form div div p  ,				 李老师：你原来的blog偶都去过很多次，那篇为VB正名写得真好，我以前是只能读到tw的书，他们对MS出的书翻译得特别好，＜Microsoft .NET框架程序设计＞这本书，我从dearbook购买了。似乎也是MS出版社的书，沿用他们一直的风格，个人觉得您的翻译和tw的翻译还是有一点点差别，或许您的风格有点太紧，还是不那么容易懂，tw就风趣化多了，个人一面之辞，请别介意^^,885,1,1,1
html body text form div div p  ,元旦快到，先祝新一年开心。,889,1,1,1
html body text form div div p  ,另外谢谢你的书，国内翻译的书确实没办法tw相比的。 				,891,1,1,1
html body text form div div h4 a  ,#,898,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,901,1,1,0
html body text form div div h4 span  ,						2004-12-28 13:42 					,903,1,1,0
html body text form div div h4 a  ,SmartGuy,906,1,1,0
html body text form div div p  ,				哎。人心散了，队伍不好带阿。,910,1,1,1
html body text form div div p  ,大家就是为了探讨自己感兴趣的技术来这里交流的。别搞人身攻击。 				,912,1,1,1
html body text form div div h4 a  ,#,919,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,922,1,1,0
html body text form div div h4 span  ,						2004-12-28 14:52 					,924,1,1,0
html body text form div div h4 a  ,李建忠,927,1,1,0
html body text form div div p  ,				To 莫依,931,1,1,1
html body text form div div p  ,和你的观点相同，我也认为我的翻译和台湾的优秀翻译有相当的差异。不过我没有打算在翻译事业上耗尽此生:) 做翻译纯粹技术爱好使然。我不太愿意在这里再多说国内的出版环境（以后合适的时间，合适的场合，我也许会向大家细细道来我做翻译过程中令人苦笑不得的事情）——但是有一点是肯定的，国内的出版环境诞生不了台湾的译者。,935,1,1,1
html body text form div div p  ,BTW，《Microsoft .NET框架程序设计——Visual Basic .NET 语言描述》的最后出版的版本确实有很多问题，因为它是我的初稿翻译+编辑的粗略、非技术校对，而我给出版社最后递交的是我的初稿翻译+我的2遍技术校对，不幸的是这个稿件在人事的周转中被弄丢了（印刷版）。至今回忆起这本书的出版就像一场噩梦:),941,1,1,1
html body text form div div p  ,我现在基本上已经放弃了技术翻译，我能够做的也只是技术写作——不是我贬低翻译，说实话，翻译一本技术书对人的锤炼相当高，但是就国内的出版环境而言我还看不到大的改善——虽然两家出版社对我已经够优待了:)但是做技术写作，我至少可以对自己的书的出版有相当大的控制：比如我不会因为市场的催促而放弃质量早早出版；我会自己来慢慢排版达到自己期望的美学意境；我可以决定书中放不放索引，放不放术语表；我会选择自己喜欢的编辑，自己喜欢的出版社、乃至部门来合作，等等。我酷爱自由，对暴殄自由的行为保持着天然的警觉。,947,1,1,1
html body text form div div p  ,我会在技术写作上继续努力，谢谢大家的期望和鞭策！,951,0,1,1
html body text form div div h4 a  ,#,964,1,0,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,967,1,1,0
html body text form div div h4 span  ,						2004-12-28 19:23 					,969,1,1,0
html body text form div div h4 a  ,莫依,972,1,1,0
html body text form div div p  ,				 其实都是有难处的，tw的一名作者曾经看见大陆的电脑书籍中间有比较贴进生活的一面，比如〈电脑报〉就非常平民化了。他很是羡慕，他说在tw的出版环境来说，是不可能出现这样的一类文章。tw的书籍，比如,976,1,1,1
html body text form div div p run  ,都是大篇大篇的说一些东西。,978,1,1,1
html body text form div div p run  ,希望早日能看见李老师的书，但愿下一本书能让您做个美梦^^ 				,982,1,1,1
html body text form div div h4 a  ,#,989,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,992,1,1,0
html body text form div div h4 span  ,						2004-12-28 21:43 					,994,1,1,0
html body text form div div h4 a  ,[ IceSharK - PP.Poet ],997,1,1,0
html body text form div div p  ,				:) 				,1001,1,1,1
html body text form div div h4 a  ,#,1008,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1011,1,1,0
html body text form div div h4 span  ,						2004-12-28 22:20 					,1013,1,1,0
html body text form div div h4 a  ,小新0574,1016,1,1,0
html body text form div div p  ,				看了这么多留言，我也在这里崇拜一下，呵呵,1020,1,1,1
html body text form div div p  ,买了您翻译的《.NET框架程序设计》，是您忠实的读者。 				,1024,1,1,1
html body text form div div h4 a  ,#,1031,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1034,1,1,0
html body text form div div h4 span  ,						2004-12-28 22:28 					,1036,1,1,0
html body text form div div h4 a  ,dudu,1039,1,1,0
html body text form div div p  ,				欢迎! 				,1043,1,1,1
html body text form div div h4 a  ,#,1050,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1053,1,1,0
html body text form div div h4 span  ,						2004-12-28 22:35 					,1055,1,1,0
html body text form div div h4 a  ,李建忠,1058,1,1,0
html body text form div div p  ,				To 小新0574以及各位读者，,1062,1,1,1
html body text form div div p  ,莫谈“崇拜”，即使带引号也显得夸张:) 我和你，和开心，和大家都一样，技术立身而已，如果还有点什么的话，那就是在纷扰的社会中还有点追求。,1066,1,1,1
html body text form div div p  ,我一直认为读者是朋友，虽然交往不多，但是大家字里行间应该已经有了很久的默契。,1070,1,1,1
html body text form div div p  ,大家多交流，一起成长，一起创造，希望中国的技术界在我们这一代人中能够真正站起来，那时候再回想今天的努力和执著，一定很美。 				,1074,1,1,1
html body text form div div h4 a  ,#,1081,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1084,1,1,0
html body text form div div h4 span  ,						2004-12-28 22:50 					,1086,1,1,0
html body text form div div h4 a  ,李建忠,1089,1,1,0
html body text form div div p  ,				To dudu，,1093,1,1,1
html body text form div div p  ,很高兴看到你，把博客园做到现在这个规模很不容易，希望有机会和你多交流交流。 				,1097,1,1,1
html body text form div div h4 a  ,#,1104,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1107,1,1,0
html body text form div div h4 span  ,						2004-12-28 23:23 					,1109,1,1,0
html body text form div div h4 a  ,Chagel,1112,1,1,0
html body text form div div p  ,				欢迎欢迎啊,1116,1,1,1
html body text form div div p  ,没有想到当时上海TechEd在StanLippman先生课程结束后，那位大哥就是您啊，早知就请您签名了 :) 				,1120,1,1,1
html body text form div div h4 a  ,#,1127,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1130,1,1,0
html body text form div div h4 span  ,						2004-12-29 8:31 					,1132,1,1,0
html body text form div div h4 a  ,dudu,1135,1,1,0
html body text form div div p  ,				@李建忠,1139,1,1,1
html body text form div div p  ,很希望有机会与你交流! 				,1141,1,1,1
html body text form div div h4 a  ,#,1148,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1151,1,1,0
html body text form div div h4 span  ,						2004-12-29 16:26 					,1153,1,1,0
html body text form div div h4 a  ,buaaytt(Nicholas),1156,1,1,0
html body text form div div p  ,				来晚了,1160,1,1,1
html body text form div div p  ,曾经和老师你有过几次短暂的交流（虽然记得你曾经说过让大家不要叫你“老师”，但是偶实在是想不到更好的叫法了，见谅），对于你的谦虚和对技术的执着严谨，我很是佩服的（没有用“崇拜”）,1162,1,1,1
html body text form div div p  ,留个名，以后会常来的 				,1164,1,1,1
html body text form div div h4 a  ,#,1171,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1174,1,1,0
html body text form div div h4 span  ,						2004-12-30 5:55 					,1176,1,1,0
html body text form div div h4 a  ,JGTM'2004 [MVP],1179,1,1,0
html body text form div div p  ,				那天碰巧和周老师在一起，听说您最近身体出了些问题，也许是因为地动天寒吧，还请多多注意保重啦！虽然我们未曾谋面，相信以后有机会畅谈的。:D,1183,1,1,1
html body text form div div p  ,欢迎您来到博客堂，期待读到您的文章！:) 				,1187,1,1,1
html body text form div div h4 a  ,#,1194,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1197,1,1,0
html body text form div div h4 span  ,						2004-12-31 16:02 					,1199,1,1,0
html body text form div div h4 a  ,李建忠,1202,1,1,0
html body text form div div p  ,"				To dudu,",1206,1,1,1
html body text form div div p  ,已去信于你。,1208,1,1,1
html body text form div div p  ,"To Chagel,",1212,1,1,1
html body text form div div p  ,以后有机会还会相见的:),1214,1,1,1
html body text form div div p  ,To Nicholas，,1218,1,1,1
html body text form div div p  ,欢迎常来，共同进步！,1220,1,1,1
html body text form div div p  ,To JGTM'2004 [MVP]，,1224,1,1,1
html body text form div div p  ,我现在还好，多谢关心。欢迎常来，多交流。,1226,1,1,1
html body text form div div p  ,顺祝各位新年快乐！,1230,0,1,1
html body text form div div h4 a  ,#,1243,1,0,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1246,1,1,0
html body text form div div h4 span  ,						2005-1-1 12:47 					,1248,1,1,0
html body text form div div h4 a  ,Eric Lliu,1251,1,1,0
html body text form div div p  ,				孟岩兄和周老师不止一次的建议我应该找你多请教问题，我相信他们的推荐，也希望日后得到你的指导 				,1255,1,1,1
html body text form div div h4 a  ,#,1262,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1265,1,1,0
html body text form div div h4 span  ,						2005-1-1 19:48 					,1267,1,1,0
html body text form div div h4 a  ,JGTM'2005,1270,1,1,0
html body text form div div p  ,				@建忠、如鸿：,1274,1,1,1
html body text form div div p  ,下次周老师再过来的时候估计咱们几个就可以聚聚了——听说会有“拉歌”的活动哟！想必一定热闹无比。:P 				,1278,1,1,1
html body text form div div h4 a  ,#,1285,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1288,1,1,0
html body text form div div h4 span  ,						2005-1-3 17:53 					,1290,1,1,0
html body text form div div h4 a  ,李建忠,1293,1,1,0
html body text form div div p  ,				To 如鸿，金戈：,1297,1,1,1
html body text form div div p  ,希望有机会见见面、聚一聚，你们两位都还在北京吧？不过如果时间碰巧，也许我过一段时间也会去北京一趟，希望和各位相聚。,1301,0,1,1
html body text form div div h4 a  ,#,1312,1,0,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1315,1,1,0
html body text form div div h4 span  ,						2005-1-7 17:11 					,1317,1,1,0
html body text form div div h4 a  ,道坤,1320,1,1,0
html body text form div div p  ,				li teacher.,1324,1,1,1
html body text form div div p  ,"今日偶尔一瞥,顿觉相识恨晚．",1326,1,1,1
html body text form div div p  ,先报个到，知道你忙，就不浪费你时间了．,1328,1,1,1
html body text form div div h4 a  ,#,1337,1,1,0
html body text form div div h4  ,前几天刚买了你的那个Microsoft .NET框架程序设计(修订版) 					,1340,1,1,0
html body text form div div h4 span  ,						2005-1-14 22:08 					,1342,1,1,0
html body text form div div h4 a  ,Johnsuna（阿山NET）,1345,1,1,0
html body text form div div p  ,				翻译得很好！很受启发，以前不明白的东东逐渐明白和清晰起来了。,1349,1,1,1
html body text form div div p  ,上次看错了，我以为《C#面向组件程序设计》出版了哩，结果找遍了深圳许多书店都没有找到这本书，今天有空再来看，原来是2005年出版，什么时候可以出版呀？期待中..... 				,1351,1,1,1
html body text form div div h4 a  ,#,1358,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1361,1,1,0
html body text form div div h4 span  ,						2005-1-14 22:59 					,1363,1,1,0
html body text form div div h4 a  ,李建忠,1366,1,1,0
html body text form div div p  ,				To Johnsuna，实在抱歉误导你受累了，我会努力写作。但是我不能确定是首先在美国出版，还是在中国出版，各种因素吧。感谢大家一直以来对我的鼓励和支持。 				,1370,1,1,1
html body text form div div h4 a  ,#,1377,1,1,0
html body text form div div h4  ,re: 很高兴入住博客堂 					,1380,1,1,0
html body text form div div h4 span  ,						2005-1-15 21:56 					,1382,1,1,0
html body text form div div h4 a  ,cwbboy,1385,1,1,0
html body text form div div p  ,				我开始买了另一位译者的,1389,1,1,1
