tag,content,counts,link_next,link_prev,label
html body text div div div div  ,|,302,1,1,0
html body text div div div div a  ,论坛,304,1,1,0
html body text div div div div  ,|,305,1,1,0
html body text div div div div a  ,人物,307,1,1,0
html body text div div div div  ,|,308,1,1,0
html body text div div div div a  ,会展,310,1,1,0
html body text div div div div  ,|,311,1,1,0
html body text div div div div a  ,名人访,313,1,1,0
html body text div div div div a  ,地图,321,1,1,0
html body text div div div div  ,|,322,1,1,0
html body text div div div div a  ,设为首页,324,1,1,0
html body text div div div div  ,|,325,1,1,0
html body text div div div div a  ,文字版,327,1,1,0
html body text div div div a  ,要闻,332,1,1,0
html body text div div div  ,·,333,1,1,0
html body text div div div a  ,国际要闻,335,1,1,0
html body text div div div  ,·,336,1,1,0
html body text div div div a  ,主编直评,338,1,1,0
html body text div div div  ,·,339,1,1,0
html body text div div div a  ,参考消息,341,1,1,0
html body text div div div  ,·,342,1,1,0
html body text div div div a  ,趋势,344,1,1,0
html body text div div div  ,·,345,1,1,0
html body text div div div a  ,产经,347,1,1,0
html body text div div div  ,·,348,1,1,0
html body text div div div a  ,财经,350,1,1,0
html body text div div div  ,·,351,1,1,0
html body text div div div a  ,科技,353,1,1,0
html body text div div div  ,·,354,1,1,0
html body text div div div a  ,综合,356,1,1,0
html body text div div div  ,·,357,1,1,0
html body text div div div a  ,经济学人,359,1,1,0
html body text div div div  ,·,360,1,1,0
html body text div div div a  ,封面,362,1,1,0
html body text div div div  ,·,363,1,1,0
html body text div div div a  ,八卦版,365,1,1,0
html body text div div div  ,·,366,1,1,0
html body text div div div a  ,中国概念股,368,1,1,0
html body text div div div  ,·,369,1,1,0
html body text div div div a  ,企业内幕,371,1,1,0
html body text div div div  ,·,372,1,1,0
html body text div div div a  ,消费真相,374,0,1,0
html body text div table tr td table tr td a  ,网易首页,414,1,0,0
html body text div table tr td table tr td  ,-->,415,1,1,0
html body text div table tr td table tr td a  ,主频道,417,1,1,0
html body text div table tr td table tr td  ,-->,418,1,1,0
html body text div table tr td table tr td a  ,商业·能源,420,1,1,0
html body text div table tr td table tr td  ,-->,421,1,1,0
html body text div table tr td table tr td a  ,电力,423,0,1,0
html body text div table tr td table tr td h1  ,利益集团左右电力体制改革 华东上调超发电价,447,0,0,1
html body text div table tr td table tr td table tbody tr td a font  ,网易商业报道,472,1,0,0
html body text div table tr td table tr td table tbody tr td a font  ,http://biz.163.com,476,1,1,0
html body text div table tr td table tr td table tbody tr td a font  ,查看商业部落,484,1,1,0
html body text div table tr td table tr td table tbody tr td  ,2005-01-14 17:02:30 来源:,490,1,1,0
html body text div table tr td table tr td table tbody tr td font  ,21世纪经济报道,492,1,1,0
html body text div table tr td table tr td table tbody tr td a font  ,发表评论,502,1,1,0
html body text div table tr td table tr td table tbody tr td a font  ,查看评论,512,0,1,0
html body text div table tr td table tr td span p  ,一个简单的推断是：超发电价的上调，实际上就意味着上网电价上调，“最为直接的影响是，销售电价必将再次面临上涨的压力”。,550,1,0,1
html body text div table tr td table tr td span p  ,言茂松认为，现在的电力体制改革偏离改革的初衷，渐渐成为利益集团利益再分配的过程。,553,1,1,1
html body text div table tr td table tr td span p  ,1月4日，浙江东南发电股份有限公司接到了浙江省物价局的一份通知。,556,0,1,1
html body text div table tr td table tr td span p  ,通知称，“统调燃煤发电机组超发电价（超过5500发电利用小时所对应的上网电量执行的电价）由原来的0.328元／千瓦时（含税）提高至0.338元／千瓦时（含税）”。,574,1,0,1
html body text div table tr td table tr td span p  ,两天之后的1月6日，华能国际发布公告表示，根据近日收到的国家发改委文件，上海、江苏和浙江省电厂的超发电价将分别提高至每兆瓦时280元、300元和338元。,577,1,1,1
html body text div table tr td table tr td span p  ,由于超发电价的提高可以上溯到2004年6月15日，东电股份的一位人士表现得极为兴奋，因为按照初步的测算，上述电价调整将使“2004年公司按合并报表口径增加主营业务收入约3400万元”。,580,1,1,1
html body text div table tr td table tr td span p  ,这对于饱受电煤涨价之苦的发电公司来说，无异于“天降之喜”。,583,1,1,1
html body text div table tr td table tr td span p  ,然而，在超发电价上调的背后，却绝非简单，它有可能引发“一连串”事件。首先就是销售电价面临上涨的压力。,586,1,1,1
html body text div table tr td table tr td span p strong  ,政策调整姗姗来迟,590,1,1,1
html body text div table tr td table tr td span p  ,上海大学教授、电力专家言茂松认为，超发电价政策是以前电力供应过剩时制定的政策，到现在才调整，“可以看出目前的电价审批政策已经远远滞后”。,593,1,1,1
html body text div table tr td table tr td span p  ,上网电价中由政府制定的电价又包括计划电价和超发电价两部分。电厂在一定计划小时之内的发电量按发改委批准的计划电价执行，超出计划小时以外的发电量按超发电价执行。,596,1,1,1
html body text div table tr td table tr td span p  ,超发电价由地方发改委一年一定，一般实行分级递减的办法。因此，超发电价一般远远低于计划电价的水平。,599,1,1,1
html body text div table tr td table tr td span p  ,以华东为例，在这次超发电价调整前，上海、江苏、浙江统调范围内的燃煤机组，执行国家核定电价的发电利用小时均为5500小时，上海、江苏、浙江、安徽、福建分别为每千瓦时0.375元、0.355元、0.385元、0.33元、0.35元。,602,1,1,1
html body text div table tr td table tr td span p  ,而超过国家核定电价发电利用小时的电量分别执行每千瓦时0.26元、0.28元、0.328元的超发电价。,605,1,1,1
html body text div table tr td table tr td span p  ,超发电价的价格低于计划内上网电价0.1元左右。,608,1,1,1
html body text div table tr td table tr td span p  ,从2003年开始，全国特别是华东地区的电力短缺情况开始愈演愈烈，而限制电厂发电的超发电价政策，自然已经远远不合时宜，但在近两年的时间里，超发电价政策却迟迟保持未动。,611,1,1,1
html body text div table tr td table tr td span p  ,在煤价上涨和超发电价严重低于计划电价的情况下，道理很明显：“谁发的多，谁吃亏”，而在当时，华东地区电力缺口巨大，即使华东境内所有电厂均满负荷运作也还是不能满足华东的电力需求。,614,1,1,1
html body text div table tr td table tr td span p  ,以江苏为例，今年夏季高峰时段电力缺口将超过800万千瓦，电厂想方设法提高机组的发电“出力”，不少电厂已创下了新的发电纪录。国电谏壁发电厂是江苏省最大的火力电厂，也是江苏电网主力电厂。2004年6月3日，其10台机组的日发电量达4038万千瓦时，创下了今年日发电量的最高纪录。该厂前5个月发电42.3亿千瓦时，比去年同期多发2.1亿千瓦时。国电谏壁发电厂的人士坦承，在当时的情况下，“谁不发，谁就没有乌纱帽。”他说，我们毕竟是国有企业，如果不是有保持社会稳定大局观念，没有电厂会愿意在这种情况下多发电。,617,1,1,1
html body text div table tr td table tr td span p strong  ,销售电价面临上涨压力,621,1,1,1
html body text div table tr td table tr td span p  ,然而，在当时保大局观念下作出的“牺牲”，到年终算帐时，自然会爆发激烈的争吵。而随着煤炭价格的持续上涨，发电企业要求调高上网电价特别是超发电价的呼声越演越烈。,624,1,1,1
html body text div table tr td table tr td span p  ,言茂松认为，此次超发电价上调姗姗来迟，暴露出目前的电价审批体制已经严重不合时宜，反应速度过慢，严重滞后于市场变化。而每一次的电价调整，只是“头痛医头，脚痛医脚”。,627,1,1,1
html body text div table tr td table tr td span p  ,虽然超发电价上涨缓解了电厂的压力，但随之而来的结果却让人担忧。,630,1,1,1
html body text div table tr td table tr td span p  ,电监会的一份研究报告指出，到2006年，伴随着新建发电机组相继投入运行，全国缺电的形势将得到进一步缓解。言茂松担心，到那时，处于上升通道的上网电价必将再次面临尴尬。,633,1,1,1
html body text div table tr td table tr td span p  ,而且一个简单的推断是：超发电价的上调，实际上就意味着上网电价上调，“最为直接的影响是，销售电价必将再次面临上涨的压力”。,636,1,1,1
html body text div table tr td table tr td span p  ,因为电网公司的盈利空间来自于上网电价与销售电价之差，超发电价的提高，必然导致电网公司的经营压力增大，而在销售电价保持不变的情况下，就意味着电网公司的利润受到了挤压。,639,1,1,1
html body text div table tr td table tr td span p  ,而且，近两年来特别是在厂网分开以后，电网公司的利润，从报表上反映出的信息是，仅仅是“微利”。以2003年为例，整个国网系统实现利润41.6亿元，资产总额8576亿元；资产负债率61.8%，以此推算的利润率为0.49%.,642,1,1,1
html body text div table tr td table tr td span p  ,然而，在电网公司利润下滑，甚至部分省网公司出现亏损的情况下，电力企业高管不菲的年薪，电力企业职工远高于社会平均水平的福利待遇，以及电网企业层出不穷的腐败案件，则与此形成了强烈的对比。,645,1,1,1
html body text div table tr td table tr td span p  ,但不论怎么说，言茂松认为，上网电价上涨，再加上煤电联动政策的执行，必将严重挤压电网公司本不丰厚的利润空间，而这样的结果显然是电网公司所不愿意承受的。,648,1,1,1
html body text div table tr td table tr td span p  ,所以，结果只有一个，“销售电价必将面临再次上涨”。,651,1,1,1
html body text div table tr td table tr td span p strong  ,利益集团左右电改电价,655,1,1,1
html body text div table tr td table tr td span p  ,是一扇窗口，一斑窥豹。言茂松认为，现在的电力体制改革偏离改革的初衷，渐渐成为利益集团利益再分配的过程。,658,1,1,1
html body text div table tr td table tr td span p  ,从超发电价的上涨，到上网电价的上涨，以及预期的销售电价的上涨，所有这些的承受者不是发电公司，更不会是电网公司，而是所有的终端电力消费者。,661,1,1,1
html body text div table tr td table tr td span p  ,在电力改革真正实施以前，发电企业的上网电价都是由发改委物价部门制定的。定价的原则主要是在核定电厂发电成本、各项费用及还贷支出的基础上，以保证电厂获得一定的内部收益率为原则来倒推计算电价。因此，以往的上网电价没有一个统一的市场价格水平，而是一厂一价，甚至是一台机组一个电价，上网电价的透明度也较低。,664,1,1,1
html body text div table tr td table tr td span p  ,可以说以前的电价政策是典型的成本定价，不论电厂的运行成本如何。在这样的定价原则下，电厂“旱涝保收”，提高效率、降低成本的动力不大。,667,1,1,1
html body text div table tr td table tr td span p  ,所以，作为电改的纲领性文件“五号文件”明确规定，电价改革的首要目标就是要在发电环节引入竞争，使上网电价由政府定价向市场定价逐渐过渡。,670,1,1,1
html body text div table tr td table tr td span p  ,但从目前来看，虽然电力体制改革已经持续了两年多的时间，目前的电价调整仍然并不符合“五号文件”的要求，言茂松说，“电价的上涨，只是协调了利益集团间的利益分配”。,673,1,1,1
html body text div table tr td table tr td span p  ,言茂松反问，在电价轮番上涨的过程中，发电企业、电网企业在降低运营成本，提高经营效率上，又取得了多少的成果？而这，“才是电力体制改革的初衷”。,676,1,1,1
html body text div table tr td table tr td span p  ,但华东电网公司一位参与电价政策改革的人士认为，电价是否一定要由成本定价过渡到效率定价，还需要探讨，“因为公平和效率一直就是难以协调的问题，特别是像电力这种关系到国计民生的行业”。,679,1,1,1
html body text div table tr td table tr td span p  ,而对于电改渐渐成为利益再分配的过程的观点，该人士付之一笑：“这样的说法没有道理，所有的改革难道不都是利益再分配的过程吗？”（姚峰 上海报道）,682,0,1,1
html body text div table tr td table tr td div table tr td font  ,最新评论,734,0,0,0
html body text div table tr td table tr td div table tr td strong a  ,更多评论,758,1,0,0
html body text div table tr td table tr td div table tr td  ,共,759,1,1,0
html body text div table tr td table tr td div table tr td font em b font  ,0,764,1,1,0
html body text div table tr td table tr td div table tr td  ,条评论,765,0,1,0
html body text div table tr td table tr td div table tr td table form tr td  ,网易通行证：,782,1,0,0
html body text div table tr td table tr td div table tr td table form tr td  ,密码：,784,0,1,0
html body text div table tr td table tr td div table form tr td  ,参与评论,821,0,0,0
html body text div table tr td table tr td div table form tr td  ,您的发表的评论将在5分钟内被审核，请耐心等待,835,0,0,0
html body text div table tr td table tr td a font  ,·点击注册网易部落,888,0,0,0
html body text div table tr td table tr td  ,·,916,1,0,0
html body text div table tr td table tr td a  ,加入网易商业圈圈,918,1,1,0
html body text div table tr td table tr td  ,---,920,1,1,0
html body text div table tr td table tr td a  ,（独家）深圳股票要成,922,1,1,0
html body text div table tr td table tr td  ,---,924,1,1,0
html body text div table tr td table tr td a  ,宝洁的日本滑铁卢（哈,926,1,1,0
html body text div table tr td table tr td  ,---,928,1,1,0
html body text div table tr td table tr td a  ,印度“盖茨”和中国富,930,1,1,0
html body text div table tr td table tr td  ,---,932,1,1,0
html body text div table tr td table tr td a  ,郎咸平谈投资中国上市,934,1,1,0
html body text div table tr td table tr td  ,---,936,1,1,0
html body text div table tr td table tr td a  ,月薪八万的小姐的MBA,938,1,1,0
html body text div table tr td table tr td  ,			 ·,940,1,1,0
html body text div table tr td table tr td a  ,网易P2P:高速下载免费影音、娱乐……,942,0,1,0
html body text div table tr td table td table tr td a b  ,"奥克斯告""官"" 手段",1009,1,0,0
html body text div table tr td table td table tr td  ,奥克斯通讯、李晓龙是过河卒子，一往无前别无退路，集团则,1011,0,1,0
html body text div table tr td table td table tr td a b  ,丁聪:享受最后的时光,1026,1,0,0
html body text div table tr td table td table tr td  ,"一个很瘦、很睿智、洒脱、又很风趣的老头,这就是自谑为""小",1028,0,1,0
html body text div table tr td table td table tr td a b  ,光明:挑战消费者,1043,1,0,0
html body text div table tr td table td table tr td  ,光明早就建立的一套危机处理系统，可能建立的太早了。高高,1045,0,1,0
html body text div table tr td table td table tr td a b  ,马云最欣赏唐僧团队,1060,1,0,0
html body text div table tr td table td table tr td  ,解析成长型企业管理三大原则，声称明星团队比明星领导更重,1062,0,1,0
html body text div table tr td table td table tr td a b  ,余秋雨担任娱乐主持?,1077,1,0,0
html body text div table tr td table td table tr td  ,"湖南卫视正在邀请余秋雨担任全新娱乐节目的主持人,余秋雨",1079,0,1,0
html body text div table tr td table td table tr td a font  ,易趣竞拍,1094,0,0,0
html body text div table tr td table td table tr td  ,·,1109,1,0,0
html body text div table tr td table td table tr td a  ,珠宝首饰/手表/眼镜,1111,1,1,0
html body text div table tr td table td table tr td  ,·,1113,1,1,0
html body text div table tr td table td table tr td a  ,礼品/烟具/优惠券,1115,1,1,0
html body text div table tr td table td table tr td  ,·,1117,1,1,0
html body text div table tr td table td table tr td a  ,运动/户外/球星纪念品,1119,1,1,0
html body text div table tr td table td table tr td  ,·,1121,1,1,0
html body text div table tr td table td table tr td a  ,玩具/卡通产品/游戏机,1123,0,1,0
html body text div table tr td table tr td table tr td  ,·,1158,1,0,0
html body text div table tr td table tr td table tr td a  ,五大电力集团发难衔接会 联合上书国家发改委,1160,1,1,0
html body text div table tr td table tr td table tr td  ,·,1166,1,1,0
html body text div table tr td table tr td table tr td a  ,瑞典电力巨头Vattenfall Group设障丹麦能源计划,1168,1,1,0
html body text div table tr td table tr td table tr td  ,·,1174,1,1,0
html body text div table tr td table tr td table tr td a  ,南方电力市场适时启动 电力行业波澜不惊？,1176,1,1,0
html body text div table tr td table tr td table tr td  ,·,1182,1,1,0
html body text div table tr td table tr td table tr td a  ,利益集团左右电力体制改革 华东上调超发电价,1184,1,1,0
html body text div table tr td table tr td table tr td  ,·,1190,1,1,0
html body text div table tr td table tr td table tr td a  ,首部电力业务许可管理规章颁布 3月1日起实施,1192,1,1,0
html body text div table tr td table tr td table tr td  ,·,1198,1,1,0
html body text div table tr td table tr td table tr td a  ,上海今年电力更紧 夏季缺口预计达420万千瓦,1200,1,1,0
html body text div table tr td table tr td table tr td  ,·,1206,1,1,0
html body text div table tr td table tr td table tr td a  ,锦州石化丽江旅游华鲁恒升国投电力业绩预增,1208,1,1,0
html body text div table tr td table tr td table tr td  ,·,1214,1,1,0
html body text div table tr td table tr td table tr td a  ,国内踌躇国外突进 电力线上网冷热两重天,1216,1,1,0
html body text div table tr td table tr td table tr td  ,·,1222,1,1,0
html body text div table tr td table tr td table tr td a  ,美开发新电力线上网技术 传输速率近1Gbps,1224,1,1,0
html body text div table tr td table tr td table tr td  ,·,1230,1,1,0
html body text div table tr td table tr td table tr td a  ,"难敌竞争压力 西门子""退出""中国电力市场有因",1232,0,1,0
html body text div table tbody tr td a font  ,About NetEase,1281,1,0,0
html body text div table tbody tr td  ,-,1282,1,1,0
html body text div table tbody tr td a font  ,公司简介,1285,1,1,0
html body text div table tbody tr td  ,-,1286,1,1,0
html body text div table tbody tr td a font  ,联系方法,1289,1,1,0
html body text div table tbody tr td  ,-,1290,1,1,0
html body text div table tbody tr td a font  ,招聘信息,1293,1,1,0
html body text div table tbody tr td  ,-,1294,1,1,0
html body text div table tbody tr td a font  ,客户服务,1297,1,1,0
html body text div table tbody tr td  ,-,1298,1,1,0
html body text div table tbody tr td a font  ,相关法律,1301,1,1,0
html body text div table tbody tr td  ,-,1302,1,1,0
html body text div table tbody tr td a font  ,广告服务,1305,1,1,0
html body text div table tbody tr td font  ,网易公司版权所有,1310,1,1,0
html body text div table tbody tr td font  ,©1997-2006,1314,0,1,0
