tag,content,counts,link_next,link_prev,label
html body text center div table tr td div table tr td p  ,尾房即那些在楼盘项目中已进入销售最后阶段的少部分剩余房屋。尾楼给人的直观感觉就是“被人挑到最后剩下的”，剩下的就是不好的，肯定是无利可图的。但尾房有尾盘优势：,317,1,1,1
html body text center div table tr td div table tr td p  ,1.价格、付款方式及谈判有空间。购买尾房时，买家可以在价格、付款方式上有一定的讨价空间。,320,1,1,1
html body text center div table tr td div table tr td p  ,2.风险低、买得更踏实。在尾房时期去挑房，会对项目的前期承诺、质量，特别是将来邻居的构成有更准确的认定，能看到的东西比图中看到的更真实，买房也买得更踏实。,323,1,1,1
html body text center div table tr td div table tr td p  ,3.“性价比”更合算。同一幢楼宇的成本中，地价、配套设施、公共部分、装修、设备标准对每个买家来说是一样的，而所不同的只是体现在朝向、景观、楼层上。在现行的销售过程中，特别是在北方，由于市场需求的存在及项目包装的必要，通常楼层差与朝向差最大之和可达30%—40%。如果买房是为了出租，租客一般对朝向、楼层、景观的要求相对低。所以，购买此类尾房对于投资客来说就更合算些。,326,1,1,1
html body text center div table tr td div table tr td p strong  ,方案3,331,1,1,1
html body text center div table tr td div table tr td p strong  ,商务楼忌讳由住改商,335,1,1,1
html body text center div table tr td div table tr td p  ,汤先生夫妇从报纸上得知位于西四环丰北桥东北角的国润商务大厦将于4月15日开盘，均价6600元／平方米。国润商务大厦是一座总建筑面积4.7万平方米32层的商务地标性建筑，全部采用可灵活分割的大框架结构；针对成长型公司设计了9种不同格局办公单元组成，并且可根据实际需要自由打通3个以上相邻单元；6到18米面宽，水晶质感玻璃幕墙，6部高速电梯，首层配备豪华大堂。销售员向汤先生夫妇推荐最小为60平方米的户型，40万元左右的总价，首付大约12万元。,338,1,1,1
html body text center div table tr td div table tr td p  ,汤先生从网上搜索到一个叫“,341,1,1,1
html body text center div table tr td div table tr td p a  ,财满街,343,1,1,1
html body text center div table tr td div table tr td p  ,”的项目，紧邻朝阳路，是一个低密度综合性项目，有商业街、商务楼、,344,1,1,1
html body text center div table tr td div table tr td p a  ,豪宅,347,1,1,1
html body text center div table tr td div table tr td p  ,及会所等，整个项目预计在2006年初完成。不过，现在没有小户型了，销售小姐告诉他，下半年会有面积在100平方米以下的户型推出。,348,1,1,1
html body text center div table tr td div table tr td p strong  ,贴心提醒,353,1,1,1
html body text center div table tr td div table tr td p  ,什么样的商务楼比较适合个人投资者呢？有专家认为，第一是商务楼的区位。因为房产的增值主要来源于土地的增值，而城市的主中心区土地的稀缺性更强，增值的空间更大。第二是商务楼的品质。如交通的便利程度、停车场的设计是否合理、建筑立面、建筑品质、大堂的品位和布置、电梯质量与配置状况、结构布局是否适用、,356,1,1,1
html body text center div table tr td div table tr td p a  ,物业管理,359,1,1,1
html body text center div table tr td div table tr td p  ,等。最好别买因为卖不动而由住宅改为商务楼的项目，因为住宅和写字楼的墙体厚度、框架结构和消防设施完全不同，开发商擅自改变项目性质，很可能还存在结构和消防等安全隐患。第三是要瞄准客户群。商务楼面向的客户群主要是中小型成长企业或寄生型公司，它们一般为大型公司的下游企业，如广告公司、设计公司、律师行、会计师事务所等，其中高科技企业和服务类公司居多。他们通常希望分布在大企业周边，档次高，位置好，预算低。,360,1,1,1
html body text center div table tr td div table tr td p strong  ,名词解释,365,1,1,1
html body text center div table tr td div table tr td p  ,商务楼以住宅立项，外观、配置、功能则定位为办公，市场习惯于将这种产品称做“商务公寓”，而他们自己却更乐于被叫成“商务楼”。这类产品中许多项目定位、设计越来越纯粹，几乎“不看立项就看不出和住宅有什么联系”，甚至坦然向世人宣称“没错，我们就是写字楼”，分流越来越多的写字楼客户群。最重要的是，商务楼一般可以申请到8成20年的银行,368,1,1,1
html body text center div table tr td div table tr td p a  ,贷款,371,1,1,1
html body text center div table tr td div table tr td p  ,，而写字楼一般只能申请到6成10年的贷款。,372,1,1,1
html body text center div table tr td div table tr td p strong  ,中小投资项目创业洽谈会后天开,377,1,1,1
html body text center div table tr td div table tr td p  ,4月2日至4日，由《中国经营报》和北京链家展览展示中心联合举办的“中国中小投资项目创业合作洽谈会”将在军博召开。这是一届专门为中小投资者量身打造的投资创业展会，会上将集中中小型特色项目，特许连锁加盟企业，侧重于研发、技术创新和成果转化的中小企业，品牌招商、专利技术、投资型房地产等很多优选创业项目，投资者可以到现场面对面选项洽谈。还为广大投资者准备了《投资宝典》免费发放，内容包括投资创业指导、精品项目推介、投资项目信息等，帮助广大投资者创业成功。“2005十大最具吸引力投资项目推选活动”颁奖仪式和成功创业投资讲坛也同期举办。组委会还成立了投资、融资俱乐部，广大投资者和项目持有者可以免费加入，定期获得信息交流。(信报记者 蔡雪婧),380,0,1,1
html body text center div table tr td table tr td font table tr td  ,点击此处查询,399,1,0,0
html body text center div table tr td table tr td font table tr td a  ,全部,401,1,1,0
html body text center div table tr td table tr td font table tr td a font  ,房产投资,403,1,1,0
html body text center div table tr td table tr td font table tr td a  ,新闻,404,0,1,0
html body text center div table tr td table tr td table tr td  ,【,433,1,0,0
html body text center div table tr td table tr td table tr td a  ,评论,435,1,1,0
html body text center div table tr td table tr td table tr td  ,】【,436,1,1,0
html body text center div table tr td table tr td table tr td a  ,楼盘论坛,438,1,1,0
html body text center div table tr td table tr td table tr td  ,】【,439,1,1,0
html body text center div table tr td table tr td table tr td a  ,推荐,441,1,1,0
html body text center div table tr td table tr td table tr td  ,】【,442,1,1,0
html body text center div table tr td table tr td table tr td a  ,大,444,1,1,0
html body text center div table tr td table tr td table tr td a  ,中,447,1,1,0
html body text center div table tr td table tr td table tr td a  ,小,450,1,1,0
html body text center div table tr td table tr td table tr td  ,】【,451,1,1,0
html body text center div table tr td table tr td table tr td a  ,打印,453,1,1,0
html body text center div table tr td table tr td table tr td  ,】【,454,1,1,0
html body text center div table tr td table tr td table tr td a  ,下载点点通,456,1,1,0
html body text center div table tr td table tr td table tr td  ,】 【,457,1,1,0
html body text center div table tr td table tr td table tr td a  ,关闭,459,1,1,0
html body text center div table tr td table tr td table tr td  ,】,460,0,1,0
html body text center div table tr td table tr td div table tr td a  ,千本新书好书 免费阅读,535,1,0,0
html body text center div table tr td table tr td div table tr td a  ,免费点歌祝福 别出心裁!,539,0,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td  ,相关链接,568,1,0,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td a  ,央行调高房贷利率 温州人谨慎对待房产投资,573,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td font  ,2005-03-28 11:29:36,575,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td a  ,购楼即赚已成往事 房产投资开始考验判断力,579,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td font  ,2005-03-25 15:10:13,581,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td a  ,不要盲目理解房价上涨 房产投资回报需等待,585,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td font  ,2005-03-24 10:08:39,587,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td a  ,建设部专家：税收调节长三角地区房产投资收益,591,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td font  ,2005-03-07 15:54:07,593,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td a  ,望京B区商业广场破土动工 周边房产投资机会多,597,1,1,0
html body text center div table tr td table tr td div table tr td table tr td table tr td table tr td font  ,2005-03-02 16:53:34,599,1,1,0
html body text center div table tr td table tr td  ,	,607,0,1,0
html body text center div table tr td div table tr td  ,房 产 狂 搜,629,1,0,0
html body text center div table tr td div table form tr td  ,		关键字,635,0,1,0
html body text center div table tr td div table form tr td select option  ,楼盘名称,646,1,0,0
html body text center div table tr td div table form tr td select option  ,论坛名称,648,1,1,0
html body text center div table tr td div table form tr td select option  ,购房百问,650,1,1,0
html body text center div table tr td div table form tr td select option  ,楼盘动态,652,1,1,0
html body text center div table tr td div table form tr td select option  ,新闻标题,654,1,1,0
html body text center div table tr td div table form tr td select option  ,新闻全文,656,1,1,0
html body text center div table tr td div table form tr td select option  ,专题搜索,658,1,1,0
html body text center div table tr td div table form tr td select option  ,图片搜索,660,0,1,0
html body text center div table tr td div table tbody tr td  ,热 点 推 荐,698,0,0,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,央行上调住房贷款利率,720,1,0,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,最新购房还贷计算器,723,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,北京期房交易上网登记,726,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,商品房预售合同范本,729,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,3月楼盘优惠信息,732,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,精彩家居贴图大赏推荐,736,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,3.15购房装修维权行动,741,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,中国房地产语文班,745,1,1,0
html body text center div table tr td div table tbody tr td table tbody tr td a  ,京城每日购房情报优惠,748,0,1,0
html body text center div table tr td div div table tr td table tr td a  ,企 业 服 务,765,1,0,0
html body text center div table tr td div div table tr td table tr td font a font  ,投资二万年利高的惊人,774,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,美国技术办小厂赚大钱,783,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,关注十大致富行业之首,792,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,做一方代理成一世富豪,801,1,1,0
html body text center div table tr td div div table tr td table tr td font a font  ,中国首家情侣专卖招商,811,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,美国人教育孩子的行业,820,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,路氏鞋包配家家好生意,830,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,开迷你园艺店年利20万,838,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,不需门面一部电话创业,846,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,暴利:一部电话打天下,856,1,1,0
html body text center div table tr td div div table tr td table tr td font a font  ,05年投资赚钱好项目！,866,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,攻克皮肤病还靓丽肌肤,875,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,拯救-痛风-高血压人,884,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,肾病.糖尿病.痛风一绝,893,1,1,0
html body text center div table tr td div div table tr td table tr td font a  ,★高血压获重大突破,903,0,1,0
html body text center div table tr td div table tr td table tr td a  ,春意融融,964,1,0,0
html body text center div table tr td div table tr td table tr td a  ,更多>>,968,0,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,			[,982,1,0,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,刀 郎,984,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,] 			,985,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,情人(抒情),987,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,			[,990,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,蔡依林,992,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,] 			,993,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,看我72变,995,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,			[,998,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,陈慧琳,1000,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,] 			,1001,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,记事本(抒情),1003,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,			[,1006,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,Twins,1008,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,] 			,1009,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,下一站天后,1011,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,			[,1014,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,翻唱原音,1016,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font  ,] 			,1017,1,1,0
html body text center div table tr td div table tr td table tr td table tr td font a  ,那些花儿,1019,0,1,0
html body text center div table tr td div table tr td table tr td table tr form td  ,铃声搜索：,1039,0,0,0
html body text center div table tr td div table tr td table tr td font a  ,更多,1063,1,0,0
html body text center div table tr td div table tr td table tr td font  ,>>,1064,0,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,江南,1085,1,0,0
html body text center div table tr td div table tr td table tr td table tr td a  ,老鼠爱大米,1089,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,值得,1093,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,缘份的天空,1098,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,两只蝴蝶,1102,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,无所谓,1106,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,缘份的天空,1111,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,ColorfulDays,1115,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,又下雪了,1119,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,夏虫,1124,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,了不起,1128,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,没时间,1132,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,白桦树,1137,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,很爱很爱你,1141,1,1,0
html body text center div table tr td div table tr td table tr td table tr td a  ,刺激2005,1145,0,1,0
html body text center div table tr td div table tr td table tr td a  ,⊙ 分类信息,1178,1,0,0
html body text center div table tr td div table tr td table tr td a  ,出口商机，一网打尽！！,1182,1,1,0
html body text center div table tr td div table tr td table tr td a  ,立の本环保电池出租店,1186,1,1,0
html body text center div table tr td div table tr td table tr td a  ,让湿疣、疱疹不再复发,1190,0,1,0
html body text center div table tr td div table tr td  ,·,1201,1,0,0
html body text center div table tr td div table tr td a  ,做一个县，赚一百万,1203,1,1,0
html body text center div table tr td div table tr td  ,·,1206,1,1,0
html body text center div table tr td div table tr td a  ,千百度花坊，利润惊人,1208,1,1,0
html body text center div table tr td div table tr td  ,·,1211,1,1,0
html body text center div table tr td div table tr td a  ,高血压人要“解放”,1213,1,1,0
html body text center div table tr td div table tr td  ,·,1216,1,1,0
html body text center div table tr td div table tr td a  ,与狼搏斗的医学泰斗,1218,1,1,0
html body text center div table tr td div table tr td  ,·,1224,1,1,0
html body text center div table tr td div table tr td a  ,投1.8万办厂利润惊人,1226,1,1,0
html body text center div table tr td div table tr td  ,·,1229,1,1,0
html body text center div table tr td div table tr td a  ,哇！电池出租年利百万,1231,1,1,0
html body text center div table tr td div table tr td  ,·,1234,1,1,0
html body text center div table tr td div table tr td a  ,让湿疣疱疹不再复发！,1236,1,1,0
html body text center div table tr td div table tr td  ,·,1239,1,1,0
html body text center div table tr td div table tr td a  ,银屑病 白斑病新突破,1241,1,1,0
html body text center div table tr td div table tr td  ,·,1247,1,1,0
html body text center div table tr td div table tr td a  ,腰缠万贯不如开个小店,1249,1,1,0
html body text center div table tr td div table tr td  ,·,1252,1,1,0
html body text center div table tr td div table tr td a  ,千元投资：年赚百万！,1254,1,1,0
html body text center div table tr td div table tr td  ,·,1257,1,1,0
html body text center div table tr td div table tr td a  ,专业隆胸让我“挺”放心,1259,1,1,0
html body text center div table tr td div table tr td  ,·,1262,1,1,0
html body text center div table tr td div table tr td a  ,新年新业 新浪创业！,1264,1,1,0
html body text center div table tr td div table tr td  ,·,1270,1,1,0
html body text center div table tr td div table tr td a  ,开唐林香烧鸡烤鸭店,1272,1,1,0
html body text center div table tr td div table tr td  ,·,1275,1,1,0
html body text center div table tr td div table tr td a  ,开牛仔专卖店赚钱特快,1277,1,1,0
html body text center div table tr td div table tr td  ,·,1280,1,1,0
html body text center div table tr td div table tr td a  ,专家谈银屑病、白斑病,1282,1,1,0
html body text center div table tr td div table tr td  ,·,1285,1,1,0
html body text center div table tr td div table tr td a  ,最新的医药健康资讯,1287,0,1,0
html body text center div div table tr td a  ,新浪房产意见反馈留言板,1338,1,0,0
html body text center div div table tr td  ,电话：010-82628888-5482 欢迎批评指正,1339,1,1,0
html body text center div div table tr td a  ,新浪简介,1344,1,1,0
html body text center div div table tr td  ,|,1345,1,1,0
html body text center div div table tr td a  ,About Sina,1347,1,1,0
html body text center div div table tr td  ,|,1348,1,1,0
html body text center div div table tr td a  ,广告服务,1350,1,1,0
html body text center div div table tr td  ,|,1351,1,1,0
html body text center div div table tr td a  ,联系我们,1353,1,1,0
html body text center div div table tr td  ,|,1354,1,1,0
html body text center div div table tr td a  ,招聘信息,1356,1,1,0
html body text center div div table tr td  ,|,1357,1,1,0
html body text center div div table tr td a  ,网站律师,1359,1,1,0
html body text center div div table tr td  ,|,1360,1,1,0
html body text center div div table tr td a  ,SINA English,1362,1,1,0
html body text center div div table tr td  ,|,1363,1,1,0
html body text center div div table tr td a  ,会员注册,1365,1,1,0
html body text center div div table tr td  ,|,1366,1,1,0
html body text center div div table tr td a  ,产品答疑,1368,1,1,0
html body text center div div table tr td  ,Copyright © 1996 - 2005 SINA Inc. All Rights Reserved,1371,1,1,0
html body text center div div table tr td a  ,版权所有,1375,1,1,0
html body text center div div table tr td  ,四通利方 新浪网,1376,0,1,0
