tag,content,counts,link_next,link_prev,label
html body text div table tr td div a  ,ºÄ²Ä,108,1,1,0
html body text div table tr td div a  ,Èí¼ş,111,1,1,0
html body text div table tr td a  ,ÉÌ³Ç,114,1,1,0
html body text div table tr td  ,| 		,115,1,1,0
html body text div table tr td a  ,ÅÄÂô,117,1,1,0
html body text div table tr td  ,| 		,118,1,1,0
html body text div table tr td a  ,06Ğ£Ô°ĞĞ,120,1,1,0
html body text div table tr td  ,| 		,121,1,1,0
html body text div table tr td a  ,ÍøÖ·,123,0,1,0
html body text div div div span  ,		µ±Ç°ÄúÔÚ,136,1,0,0
html body text div div div  ,-,137,1,1,0
html body text div div div a  ,ÖĞ¹Ø´åÔÚÏßÂÛÌ³,139,1,1,0
html body text div div div  ,-,140,1,1,0
html body text div div div a  ,BTÏÂÔØ×¨Çø,142,1,1,0
html body text div div div span  ,µã»÷Êı£º39,145,1,1,0
html body text div div div  ,		,153,0,1,0
html body text div div h1  ,Ö÷Ìâ: ¡¾2005ÄêÖĞ¹ú¸ïÃüÀúÊ·¾Ş×÷¡¿¡¾Ì«ĞĞÉ½ÉÏ¡¿ ¡¾DVDSCR-RMVB¡¿,252,0,0,0
html body text div div div div span  ,Ê¹ÓÃ±¦Îï£º,278,1,0,0
html body text div div div div a  ,ÆøÇò,280,1,1,0
html body text div div div div span  ,|,282,1,1,0
html body text div div div div a  ,Ä§·¨¹­,284,1,1,0
html body text div div div div span  ,|,287,1,1,0
html body text div div div div a  ,³ÁÄ¬Ö®Ë®,289,1,1,0
html body text div div div div span  ,|,291,1,1,0
html body text div div div div a  ,Áé»ê»ğ·û,293,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 1 Â¥ Ê±¼ä£º2005-08-28 20:56:20,315,1,0,0
html body text div div div  ,·ÖÊı£º100,318,1,1,0
html body text div div div  ,			×÷Õß£º,326,1,1,0
html body text div div div font a  ,·Å·É&ĞÄÇé,329,1,1,0
html body text div div div  ,ÕñÍş½«¾ü(´ÓÒ»Æ·),332,1,1,0
html body text div div div font  ,ÄÜÁ¦Öµ:545803,336,0,1,0
html body text div div div div table tbody tr td  ,¡òÒë¡¡¡¡Ãû¡¡Ì«ĞĞÉ½ÉÏ,366,1,0,1
html body text div div div div table tbody tr td  ,¡òÆ¬¡¡¡¡Ãû¡¡Tai Hang Shan Shang,368,1,1,1
html body text div div div div table tbody tr td  ,¡òÄê¡¡¡¡´ú¡¡2005,370,1,1,1
html body text div div div div table tbody tr td  ,¡ò¹ú¡¡¡¡¼Ò¡¡ÖĞ¹ú,372,1,1,1
html body text div div div div table tbody tr td  ,¡òÀà¡¡¡¡±ğ¡¡¾çÇé,374,1,1,1
html body text div div div div table tbody tr td  ,¡òÓï¡¡¡¡ÑÔ¡¡ÆÕÍ¨»°,376,1,1,1
html body text div div div div table tbody tr td  ,¡ò×Ö¡¡¡¡Ä»¡¡ÖĞÎÄ,378,1,1,1
html body text div div div div table tbody tr td  ,¡òIMDBÆÀ·Ö N/A,380,1,1,1
html body text div div div div table tbody tr td  ,¡òIMDBÁ´½Ó N/A,382,1,1,1
html body text div div div div table tbody tr td  ,¡òÎÄ¼ş¸ñÊ½¡¡RMVB,384,1,1,1
html body text div div div div table tbody tr td  ,¡òÊÓÆµ³ß´ç¡¡592 x 320,386,1,1,1
html body text div div div div table tbody tr td  ,¡òÎÄ¼ş´óĞ¡¡¡2CD,388,1,1,1
html body text div div div div table tbody tr td  ,¡òÆ¬¡¡¡¡³¤¡¡112 Min,390,1,1,1
html body text div div div div table tbody tr td  ,¡òµ¼¡¡¡¡Ñİ¡¡Î¤Á®,392,1,1,1
html body text div div div div table tbody tr td  ,¡òÖ÷¡¡¡¡Ñİ¡¡ÍõÎé¸£,394,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¡¡¡¡¡¡¡¡Â¬Ææ,396,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¡¡¡¡¡¡¡¡ÀîÓ×±ó,398,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¡¡¡¡¡¡¡¡ÁõµÂ¿­(Ì¨),400,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¡¡¡¡¡¡¡¡¹¤ÌÙ¿¡×÷(ÈÕ),402,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¡¡¡¡¡¡¡¡Áº¼Ò»Ô(¸Û),404,1,1,1
html body text div div div div table tbody tr td  ,¡ò¼ò¡¡¡¡½é¡¡,407,1,1,1
html body text div div div div table tbody tr td  ,¡¶Ì«ĞĞÉ½ÉÏ¡·Ö÷Òª½²Êö°ËÂ·¾ü×ÜË¾ÁîÖìµÂÂÊÁì¸Õ¸Õ¸Ä±àÍêµÄ°ËÂ·¾üÈı¸öÖ÷Á¦Ê¦¶«¶É»ÆºÓ£¬Í¦½ø¿¹ÈÕÇ°Ïß£¬¿ª±Ù½¨Á¢Ì«ĞĞÉ½¸ù¾İµØµÄ¹â»ÔÀú³Ì¡£ÑİÔ±ÕóÈİ³ıÁË»ã¼¯ÒÔÍù¸ïÃüÀúÊ·Ìâ²ÄÓ°Æ¬ÖĞÊìÏ¤µÄÁ³¿×--°çÑİÖìµÂµÄÍõÎé¸£¡¢°çÑİµËĞ¡Æ½µÄÂ¬ÆæµÈÌØĞÍÑİÔ±£¬Æ¬·½»¹³â¾Ş×ÊÑûÇë¶àÎ»ÈÕ±¾¡¢·¨¹úÑİÔ±¼ÓÃË¡£,410,1,1,1
html body text div div div div table tbody tr td  ,¿´µã,413,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡ÌØÊâÒâÒå£º³ıÎª½ñÄêµÄÖØ´ó¼ÍÄîÖ®Íâ£¬±¾Æ¬Ò²ÊÇÖÚ¶à¸ïÃüÀúÊ·µçÓ°ÖĞÊ×²¿ÒÔÖìµÂÍ¬Ö¾ÎªÖ÷½ÇµÄ×÷Æ·£¬Òò´ËÔÚÖĞ¹úµçÓ°¹ÊÊÂÆ¬ÈËÎï³¤ÀÈÖĞ¾ßÓĞ²¹°×µÄ×÷ÓÃ¡£,415,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¶¯¸ĞÊÓ¾õ£º±¾Æ¬´óÁ¿ÔËÓÃÔË¶¯¾µÍ·±íÏÖ³¡ÃæµÄ¶¯µ´£¬ÊıÂë¿Æ¼¼³ÊÏÖ³öÇ§¾üÍòÂí¡¢ÄàÊ¯Á÷µÈºê´ó³¡Ãæ£¬¸üÓĞ¼ç¿¸ÉãÓ°»úÔöÇ¿Õ½»ğ·×·ÉµÄÕæÊµ¸Ğ¡£×ã¾ß¶¯¸ĞµÄÕ½ÕùÓ°ÏóÎª¹ÛÖÚ´òÔì³öÒ»Á÷µÄÊÓ¾õÏíÊÜ¡£,417,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡È«ĞÂ½Ç¶È£º±¾Æ¬ÒÔÅ¨Ä«ÖØ²ÊµÄ±Ê´¥¿Ì»­ÁËÁÖ±ë¡¢ÑÖÎıÉ½¡¢ºÂÃÎ÷ë¡¢°¢²¿¹æĞã¡¢°åÔ«Õ÷ËÄÀÉµÈÖÚ¶àÀúÊ·ÈËÎïÏÊÃ÷µÄĞÎÏó£¬¿Í¹ÛµØÃèĞ´ÁËÏ²·é¿Ú¡¢Æ½ĞÍ¹ØµÈÖÚ¶àÖøÃûÕ½ÒÛ¡£,419,1,1,1
html body text div div div div table tbody tr td  ,¼òÆÀ,422,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡2005Äê£¬ÊÇÊÀ½ç·´·¨Î÷Ë¹Õ½ÕùÊ¤ÀûÒÔ¼°ÖĞ¹ú¿¹ÈÕÕ½ÕùÊ¤Àû60ÖÜÄê¡£Îª´Ë£¬°ËÒ»µçÓ°ÖÆÆ¬³§Í¶ÈëÎåÇ§ÍòÔª´òÔìÁËÆøÊÆ»ÖºëµÄÖØ´ó¸ïÃüÀúÊ·¾Ş×÷¡¶Ì«ĞĞÉ½ÉÏ¡·¡£±¾Æ¬Ò²ÊÇ½ñÄê¹ú¼Ò¹ãµç×Ü¾ÖÖØµã¹æ»®µÄÈı²¿¿¹Õ½Ìâ²ÄÓ°ÊÓ×÷Æ·ÖĞÎ¨Ò»Ò»²¿µçÓ°¡£,424,1,1,1
html body text div div div div table tbody tr td  ,Õâ²¿´óÖÆ×÷×îÍ»³öÖ®´¦ÊÇÊ×´ÎÔÚÕ½ÕùÆ¬ÖĞÆğÓÃÎäÊõÖ¸µ¼£¬¸üÎªÁËÊÊÓ¦ÊĞ³¡ĞèÒª£¬ÑûÇë¶àÎ»Ã÷ĞÇ¿Í´®Ñİ³ö£¬°üÀ¨Ïã¸ÛÑİÔ±Áº¼Ò»Ô¼°Ì¨ÍåÑİÔ±ÁõµÂ¿­£¬Á¬Í¬ÄÚµØÃûÑİÔ±Â¬Ææ¼°ÍõÎé¸££¬ËûÃÇÒÔ°çÑİµËĞ¡Æ½ºÍÖìµÂ¶ø¹ãÎª¹ÛÖÚÊìÏ¤¡£¸ÃÆ¬µ¼ÑİÊÇÆ¾¡¶´ó¾öÕ½¡·µÈÆ¬»ñ½ğ¼¦½±µÄÎ¤Á®£¬ÃÀÊõÖ¸µ¼»ôÍ¢ÏüÔøÅÄ¹ı¡¶Ó¢ĞÛ¡·¼°¡¶Ê®ÃæÂñ·ü¡·¡£¡¶Ì«ĞĞÉ½ÉÏ¡·¿ª´´ÁËÕ½ÕùÆ¬ÆğÓÃÎäÊõÖ¸µ¼µÄÏÈÀı£¬ÀûÓÃÊĞ³¡ÉÏÒ»ÇĞÓĞÀûÓÚÔö¼ÓÊÓÌı³å»÷Á¦µÄÊÖ¶Î¡¢´óÁ¿ÔË¶¯¾µÍ·À´±íÏÖÕ½ÕùµÄÏ¸½ÚºÍ±¬ÆÆ³¡Ãæ¡£,427,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡Ïã¸ÛÖøÃûÑİÔ±Áº¼Ò»ÔÖ÷¶¯ÇëÓ§£¬ÎªÔ²×Ô¼ºÒ»¸ö¾üÈËÃÎ£¬ËûÔÚ¸ÃÆ¬ÖĞ°çÑİ¶À±Û½«¾üºØ±şÑ×£¬³¤Ê±¼ä½«Ò»Ö»ÊÖ±Û°óµ½±³ÉÏ£¬ÔÚÁãÏÂÊ®¼¸ÉãÊÏ¶ÈµÄÑÏº®Àï³©Ì¸ÈËÉú£¬ÑİÒïÒ»ÖÖÓ¢ĞÛ¾³½ç¡£ÔøÔÚ¶à²¿ÇíÑşÏ·ÖĞ³ÉÎªÅ®Éú×·ÅõÅ¼ÏñµÄÁõµÂ¿­£¬ÔÚÆ¬ÖĞ°çÑİ¹úÃñµ³¸ß¼¶½«ÁìºÂÃÎÁä£¬Æ¬ÖĞËûºÍÕ½Ê¿ÃÇÔ¡Ñª½®³¡¶øÖĞµ¯ÉíÍöµÄ³¡ÃæÈÃÈËÎŞ²»ÎªÖ®¶¯Èİ¡£ÌØ±ğÖµµÃÒ»ÌáµÄÊÇÆ¬ÖĞÈÕ¾ü½«ÁìµÄ°çÑİÕß°¢²¿¹æĞã¡¢°åÔ«¶¼ÊÇÀ´×ÔÈÕ±¾µÄÌØĞÍÑİÔ±¡£,430,1,1,1
html body text div div div div table tbody tr td  ,¡¡¡¡¡¶Ì«ĞĞÉ½ÉÏ¡·ÓÉ¡¶ÉÁÉÁµÄºìĞÇ¡·µÄ±à¾çÂ½Öù¹úÖ´±Ê£¬¶øµ¼ÑİÇëÀ´ÁËÉÃ³¤¸ïÃüÕşÖÎÀúÊ·Ìâ²ÄµÄÎ¤Á®¡£×ÜÃÀÊõÊ¦»ôÍ¢Ïü³£ÓëÕÅÒÕÄ±ºÏ×÷£¬´Ó¡¶´óºìµÆÁı¸ß¸ß¹Ò¡·¡¢¡¶Ó¢ĞÛ¡·µ½¡¶Ê®ÃæÂñ·ü¡·Á¬»ñÈı½ì½ğ¼¦½±£¬Õâ´Î»ôÍ¢Ïü´òÆÆÒÔÍù±íÏÖÕ½ÕùµÄÄ£Ê½£¬°ÑÈËÎï´Ó×÷Õ½ÊÒÀïÀ­³öÀ´£¬½«´«Í³µÄ¿ª»á³¡¾°°áµ½Íâ¾°ÖĞÈ¥£¬µ÷¶¯¸÷ÖÖÃÀÊõÖÃ¾°ÊÖ¶Î£¬ºæÍĞÕ½ÕùµÄÏÖ³¡Æø·Õ¡£¾İÏ¤£¬¡¶Ì«ĞĞÉ½ÉÏ¡·µÄ¾µÍ·¶à´ï1800¸ö£¬ÒâÎ¶×ÅÆ½¾ùÃ¿ËÄÃëÒ»¸ö¾µÍ·£¬¶¯ÓÃ¸ß¿Æ¼¼µçÄÔ¾µÍ·Ò²ÓĞ140¶à¸ö£¬¶ø200¶àÈËµÄ¶¯»­Éè¼Æ¶ÓÎé£¬Ò²ºÄ×Ê200¶àÍò¡£,433,1,1,1
html body text div div div div table tbody tr td a  ,http://down4.zol.com.cn/bbs/upload/2005/08_28/1125233906416.torrent,437,1,1,0
html body text div div div div div  ,ÏàĞÅÕæ³Ï»á¸Ğ¶¯Ò»ÇĞ,446,0,1,0
html body text div div div div div span  ,±¦Îï£º,467,1,0,0
html body text div div div div div a  ,ºó»ÚÒ©,469,1,1,0
html body text div div div div div a  ,×´ÔªÁî,472,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 2 Â¥ Ê±¼ä£º2005-08-28 23:38:58,485,1,0,0
html body text div div div  ,µÃ·Ö£º35,488,0,1,0
html body text div div table tr td  ,							×÷Õß£º,499,1,0,0
html body text div div table tr td font a  ,6xy,502,1,1,0
html body text div div table tr td  ,¾ü»ú´ó³¼,505,1,1,0
html body text div div table tr td font  ,£¨ÁùµÈÊ¿¾ô£©,507,1,1,0
html body text div div table tr td font  ,ÄÜÁ¦Öµ:3974514,511,0,1,0
html body text div div table tr td table tr td  ,Ğ»Ğ»£¡,527,0,0,0
html body text div div table tr td table tr td  ,ÓÃµçÄÔ¾ÍÊÇÓÃÓ²¼ş,541,0,0,0
html body text div div table tr td table tr td a  ,ÎÄÕÂ,558,1,0,0
html body text div div table tr td table tr td span  ,±¦Îï£º,566,1,1,0
html body text div div table tr td table tr td a  ,ºó»ÚÒ©,568,1,1,0
html body text div div table tr td table tr td a  ,×´ÔªÁî,571,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 3 Â¥ Ê±¼ä£º2005-08-29 20:59:54,585,1,0,0
html body text div div div  ,µÃ·Ö£º35,588,0,1,0
html body text div div table tr td  ,							×÷Õß£º,599,1,0,0
html body text div div table tr td font a  ,ÀÏ²ÆÃÔ,602,1,1,0
html body text div div table tr td  ,ÎäÂÔ×ôÆïÎ¾(´ÓÁùÆ·),605,1,1,0
html body text div div table tr td font  ,ÄÜÁ¦Öµ:31140,609,0,1,0
html body text div div table tr td table tr td  ,"ºÇºÇ,ºÃ°¡^_^ 						",625,0,0,0
html body text div div table tr td table tr td a  ,ÎÄÕÂ,653,1,0,0
html body text div div table tr td table tr td span  ,±¦Îï£º,661,1,1,0
html body text div div table tr td table tr td a  ,ºó»ÚÒ©,663,1,1,0
html body text div div table tr td table tr td a  ,×´ÔªÁî,666,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 4 Â¥ Ê±¼ä£º2005-08-30 18:06:30,680,1,0,0
html body text div div div  ,µÃ·Ö£º30,683,0,1,0
html body text div div table tr td  ,							×÷Õß£º,694,1,0,0
html body text div div table tr td font a  ,¦î$¨|¨}¨~¨,697,1,1,0
html body text div div table tr td  ,·ÜÎä×ôĞ£Î¾(´Ó°ËÆ·),700,1,1,0
html body text div div table tr td font  ,ÄÜÁ¦Öµ:53190,704,1,1,0
html body text div div table tr td  ,[,707,1,1,0
html body text div div table tr td a  ,º«¹úÃÀÅ®,709,1,1,0
html body text div div table tr td  ,]°æÖ÷,710,0,1,0
html body text div div table tr td table tr td  ,......,740,0,0,0
html body text div div table tr td table tr td a  ,ÎÄÕÂ,757,1,0,0
html body text div div table tr td table tr td span  ,±¦Îï£º,766,1,1,0
html body text div div table tr td table tr td a  ,ºó»ÚÒ©,768,1,1,0
html body text div div table tr td table tr td a  ,×´ÔªÁî,771,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 5 Â¥ Ê±¼ä£º2005-09-15 13:35:42,785,0,0,0
html body text div div table tr td  ,							×÷Õß£º,798,1,0,0
html body text div div table tr td font a  ,ÆÄÀè,801,1,1,0
html body text div div table tr td  ,Ğã²Å,804,1,1,0
html body text div div table tr td font  ,ÄÜÁ¦Öµ:127,808,0,1,0
html body text div div table tr td table tr td  ,"ÕÒÁËºÃ¼¸ÌìÁË,Ğ»Ğ»°¡!@ 						",824,0,0,0
html body text div div table tr td table tr td  ,Ã»µÃ,836,0,0,0
html body text div div table tr td table tr td a  ,ÎÄÕÂ,853,1,0,0
html body text div div table tr td table tr td span  ,±¦Îï£º,862,1,1,0
html body text div div table tr td table tr td a  ,ºó»ÚÒ©,864,1,1,0
html body text div div table tr td table tr td a  ,×´ÔªÁî,867,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 6 Â¥ Ê±¼ä£º2005-09-15 15:03:14,881,0,0,0
html body text div div table tr td  ,							×÷Õß£º,894,1,0,0
html body text div div table tr td font a  ,ÉúÃüµÄ¼ÛÖµ,897,1,1,0
html body text div div table tr td  ,ÑÇÔ±,900,1,1,0
html body text div div table tr td font  ,ÄÜÁ¦Öµ:3144,904,0,1,0
html body text div div table tr td table tr td  ,xiexie ! 						,920,0,0,0
html body text div div table tr td table tr td  ,ÉúÃüµÄ¼ÛÖµ,932,0,0,0
html body text div div table tr td table tr td a  ,ÎÄÕÂ,949,1,0,0
html body text div div table tr td table tr td span  ,±¦Îï£º,957,1,1,0
html body text div div table tr td table tr td a  ,ºó»ÚÒ©,959,1,1,0
html body text div div table tr td table tr td a  ,×´ÔªÁî,962,0,1,0
html body text div div div a  ,Â¥²ã£º µÚ 7 Â¥ Ê±¼ä£º2005-09-15 20:12:11,976,0,0,0
html body text div div table tr td  ,							×÷Õß£º,989,1,0,0
html body text div div table tr td font a  ,Dinneas,992,1,1,0
html body text div div table tr td  ,¾ÙÈË,995,1,1,0
html body text div div table tr td font  ,ÄÜÁ¦Öµ:977,999,0,1,0
html body text div div table tr td table tr td  ,Ö§³ÖÒ»ÏÂ 						,1015,0,0,0
html body text div div table tr td table tr td  ,hi everybaby,1027,0,0,0
html body text div div table tr td table tr td a  ,ÎÄÕÂ,1044,1,0,0
html body text div div table tr td table tr td span  ,±¦Îï£º,1053,1,1,0
html body text div div table tr td table tr td a  ,ºó»ÚÒ©,1055,1,1,0
html body text div div table tr td table tr td a  ,×´ÔªÁî,1058,0,1,0
html body text div div div div  ,¹Ø×¢½¹µã,1074,1,0,0
html body text div div div div  ,×÷ÕßÔø¾­·¢¹ıµÄÎÄÕÂ,1077,1,1,0
html body text div div div table tr td  ,1.,1087,1,1,0
html body text div div div table tr td a font  ,[Ï²¾ç][ÃÎ¾«¼Ç2][»¨¼¾ÉÙÅ®·è¿ñĞÔ»ÃÏë/¼¤Ç...,1090,1,1,0
html body text div div div table tr td  ,2.,1093,1,1,0
html body text div div div table tr td a font  ,ÕÅÎÀ½¡ÎâÃÏ´ïÑî×ÏÇíÕÅÂüÓñÁÖÇàÏ¼ÕÅÃôÖ£Ô£...,1096,1,1,0
html body text div div div table tr td  ,3.,1099,1,1,0
html body text div div div table tr td a font  ,ÄÄÎ»¸øÍÆ¼öÒ»¿îºÃÓÃµÄ£¬¼òµ¥µÄBTÏÂÔØ¹¤¾ß~,1102,1,1,0
html body text div div div table tr td  ,4.,1105,1,1,0
html body text div div div table tr td a font  ,»ğÓ°ÈÌÕß µÚ149»°-ÄÄÀï²»Í¬ ³æ×Ó³¤µÃ»¹²»...,1108,1,1,0
html body text div div div table tr td  ,5.,1111,1,1,0
html body text div div div table tr td a font  ,ÊÀ½çÖ®Õ½,1114,1,1,0
html body text div div div table tr td  ,6.,1117,1,1,0
html body text div div div table tr td a font  ,WinXP SP3×îĞÂ¸üĞÂ£¬µÚÒ»Ê±¼ä·Å³ö,1120,1,1,0
html body text div div div table tr td  ,7.,1123,1,1,0
html body text div div div table tr td a font  ,[º«¹ú][½â½ûÓ°Æ¬][Æ¯Á÷ÓûÊÒ],1126,1,1,0
html body text div div div table tr td  ,8.,1129,1,1,0
html body text div div div table tr td a font  ,Ë­¿ÉÒÔ¸æËßÎÒ¼¸¸öÃâ·ÑÏÂÔØbtÖÖ×ÓµÄÍøÕ¾£¿,1132,1,1,0
html body text div div div table tr td  ,9.,1135,1,1,0
html body text div div div table tr td a font  ,¡¾ºÎ½à³¬¼¶Å®ÉùÈ«¼ÇÂ¼¡¿[ÊÓÆµ|MP3|Í¼Æ¬][...,1138,1,1,0
html body text div div div table tr td  ,10.,1141,1,1,0
html body text div div div table tr td a font  ,[2005ÃÀ¹úÏ²¾ç¶¯×÷]¡¾À±ÃÃ±£ïÚ¡¿¡¾DVD-RM...,1144,1,1,0
html body text div div div table tr td  ,1.,1148,1,1,0
html body text div div div table tr td a font  ,¡¾2005ÄêÅ¦Â×±¤×î¼Ñ¿Ö²ÀµçÓ°½±¡¿¡¾ĞüÒÉ¶ÔÕ½¡¿¡¾DVD-RMVB¡¿¡¾ÖĞ...,1151,1,1,0
html body text div div div table tr td  ,2.,1154,1,1,0
html body text div div div table tr td a font  ,2005Äêº«¹ú×îĞÂµçÓ°¡¾ÂÌÉ«ÒÎ×Ó¡¿¡¾DVD-RMVB/431MB¡¿¡¾ÖĞÎÄ×ÖÄ»¡¿,1157,1,1,0
html body text div div div table tr td  ,3.,1160,1,1,0
html body text div div div table tr td a font  ,¡¾·¨¹úÉñÃØÆæ»Ã£¬Ë÷·ÆÂêË÷¡¿¡¾Â¬¸¡÷ÈÓ°¡¿¡¾DVD-RMVB¡¿¡¾ÖĞÎÄ×Ö...,1163,1,1,0
html body text div div div table tr td  ,4.,1166,1,1,0
html body text div div div table tr td a font  ,¡¾Ó°ĞÇÏµÁĞÖ®Äá¹ÅÀ­Ë¹¡¤¿­Ææ6¡¿¡¾ÃÀ¹ú¡¿¡¾»ğÄñ³ö»÷¡¿¡¾DVD-rmv...,1169,1,1,0
html body text div div div table tr td  ,5.,1172,1,1,0
html body text div div div table tr td a font  ,¡¾2004ÄêÅ·ÖŞºÏÅÄ¿Ö²À¾ªã¤¡¿¡¾Ê®×Ö¼Ü¡¿¡¾DVD-RMVB¡¿¡¾ÖĞÎÄ×ÖÄ»¡¿,1175,1,1,0
html body text div div div table tr td  ,6.,1178,1,1,0
html body text div div div table tr td a font  ,2005Äêº«¹ú°®ÇéÏ²¾ç¡¿¡¾Áµ°®Ö®Ä¿µÄ/Ô¼»áÊØÔò¡¿¡¾DVD-RMVB¡¿¡¾Ö...,1181,1,1,0
html body text div div div table tr td  ,7.,1184,1,1,0
html body text div div div table tr td a font  ,¾Ó¼ÒÄĞÈË¡¾DVD-rmvb/ÖĞÎÄ×ÖÄ»¡¿,1187,1,1,0
html body text div div div table tr td  ,8.,1190,1,1,0
html body text div div div table tr td a font  ,ÊÀ½çÖ®Õ½,1193,1,1,0
html body text div div div table tr td  ,9.,1196,1,1,0
html body text div div div table tr td a font  ,ÇóµçÊÓ¾ç¡¶Ì¨ÍåÊ×ÈÎÑ²¸§¡ªÁõÃú´«¡·,1199,1,1,0
html body text div div div table tr td  ,10.,1202,1,1,0
html body text div div div table tr td a font  ,´ó¼Ò¶¼À´¿´¿´£¬·¢±íÒ»ÏÂÒâ¼û¡£,1205,0,1,0
html body text div div div table tr td table tr td  ,¼´Ê±ĞÂÎÅ,1238,0,0,0
html body text div div div div span  ,µ±Ç°×îÈÈÌûTop10,1296,1,0,0
html body text div div div div ul li  ,¡¤,1300,1,1,0
html body text div div div div ul li a  ,¿´À´½ñÌìÈË»¹²»ÉÙ¡£¡£¡£¡£,1302,1,1,0
html body text div div div div ul li  ,¡¤,1304,1,1,0
html body text div div div div ul li a  ,ÀºÇòÊÀ½ç±­ÓĞ½±¾¹²ÂµÚÒ»²¨¿ª½±¹«¸æ,1306,1,1,0
html body text div div div div ul li  ,¡¤,1308,1,1,0
html body text div div div div ul li a  ,ÖÜÒ»¶¼ºÜÃ¦,1310,1,1,0
html body text div div div div ul li  ,¡¤,1312,1,1,0
html body text div div div div ul li a  ,ÔÎ Äã¾ÓÈ»²âÊÔÅ¼,1314,1,1,0
html body text div div div div ul li  ,¡¤,1316,1,1,0
html body text div div div div ul li a  ,¸øÄã¸öË®À× Ò»ÆğÕ¨ÁË,1318,1,1,0
html body text div div div div ul li  ,¡¤,1320,1,1,0
html body text div div div div ul li a  ,Ğ¡Ã¨×Ğ ÄãÔÚÄÇÀï°¡?,1322,1,1,0
html body text div div div div ul li  ,¡¤,1324,1,1,0
html body text div div div div ul li a  ,"ÍÛ,..¾ÓÈ»ÓĞÈËÔÙË®Çø·¢ÄÚÈİÌû",1326,1,1,0
html body text div div div div ul li  ,¡¤,1328,1,1,0
html body text div div div div ul li a  ,ºñµÀÊÇÅ¼µÄĞ¡Ãû,1330,1,1,0
html body text div div div div ul li  ,¡¤,1332,1,1,0
html body text div div div div ul li a  ,ºÃÁË£¬È¥Ë¯¾õÁË¡£´ó¼ÒÂıÂıÁÄ¡£¡£×ßÁËÏÈ,1334,1,1,0
html body text div div div div ul li  ,¡¤,1336,1,1,0
